StudioTestName,RecordName,ParticipantName,singleMediaName,IndexCategory,IndexData
Btest_new6,Rec 232,P23,LB1.jpg,Music_score_reading_completeness,0.5416666666666666
Btest_new6,Rec 232,P23,LB2.jpg,Music_score_reading_completeness,0.5
Btest_new6,Rec 232,P23,LB3.jpg,Music_score_reading_completeness,0.625
Btest_new6,Rec 232,P23,WX1.PNG,Music_score_reading_completeness,0.5555555555555556
Btest_new6,Rec 232,P23,WX2.PNG,Music_score_reading_completeness,0.55
Btest_new6,Rec 232,P23,WX3.PNG,Music_score_reading_completeness,0.5
Btest_new6,Rec 232,P23,GW.PNG,Music_score_reading_completeness,0.5555555555555556
Btest_new6,Rec 232,P23,GW2.PNG,Music_score_reading_completeness,0.5454545454545454
Btest_new6,Rec 232,P23,GW3.PNG,Music_score_reading_completeness,0.75
Btest_new6,Rec 232,P23,LB1.jpg,Bass_part_reading_completeness,1.0
Btest_new6,Rec 232,P23,LB2.jpg,Bass_part_reading_completeness,1.0
Btest_new6,Rec 232,P23,LB3.jpg,Bass_part_reading_completeness,1.0
Btest_new6,Rec 232,P23,WX1.PNG,Bass_part_reading_completeness,1.0
Btest_new6,Rec 232,P23,WX2.PNG,Bass_part_reading_completeness,1.0
Btest_new6,Rec 232,P23,WX3.PNG,Bass_part_reading_completeness,1.0
Btest_new6,Rec 232,P23,GW.PNG,Bass_part_reading_completeness,1.0
Btest_new6,Rec 232,P23,GW2.PNG,Bass_part_reading_completeness,1.0
Btest_new6,Rec 232,P23,GW3.PNG,Bass_part_reading_completeness,1.0
Btest_new6,Rec 232,P23,LB1.jpg,Left_and_right_hand_integration_ability,0.16666666666666666
Btest_new6,Rec 232,P23,LB2.jpg,Left_and_right_hand_integration_ability,0.08333333333333333
Btest_new6,Rec 232,P23,LB3.jpg,Left_and_right_hand_integration_ability,6.0
Btest_new6,Rec 232,P23,WX1.PNG,Left_and_right_hand_integration_ability,9.222222222222221
Btest_new6,Rec 232,P23,WX2.PNG,Left_and_right_hand_integration_ability,0.3
Btest_new6,Rec 232,P23,WX3.PNG,Left_and_right_hand_integration_ability,0.3333333333333333
Btest_new6,Rec 232,P23,GW.PNG,Left_and_right_hand_integration_ability,0.2222222222222222
Btest_new6,Rec 232,P23,GW2.PNG,Left_and_right_hand_integration_ability,0.18181818181818182
Btest_new6,Rec 232,P23,GW3.PNG,Left_and_right_hand_integration_ability,4.25
Btest_new6,Rec 232,P23,LB1.jpg,all_recommended_time,4416.0
Btest_new6,Rec 232,P23,LB1.jpg,Rhythmic_stability,0.27898550724637683
Btest_new6,Rec 232,P23,LB1.jpg,bar_difficulty_ave,0.004066666666666666
Btest_new6,Rec 232,P23,LB1.jpg,Visual_stability,41.465488535311366
Btest_new6,Rec 232,P23,LB2.jpg,all_recommended_time,7632.0
Btest_new6,Rec 232,P23,LB2.jpg,Rhythmic_stability,0.12683438155136267
Btest_new6,Rec 232,P23,LB2.jpg,bar_difficulty_ave,0.005141666666666667
Btest_new6,Rec 232,P23,LB2.jpg,Visual_stability,40.59252917584055
Btest_new6,Rec 232,P23,LB3.jpg,all_recommended_time,1136.0
Btest_new6,Rec 232,P23,LB3.jpg,Rhythmic_stability,0.09507042253521127
Btest_new6,Rec 232,P23,LB3.jpg,bar_difficulty_ave,0.0065
Btest_new6,Rec 232,P23,LB3.jpg,Visual_stability,37.11701683964941
Btest_new6,Rec 232,P23,WX1.PNG,all_recommended_time,4284.0
Btest_new6,Rec 232,P23,WX1.PNG,Rhythmic_stability,0.2931839402427638
Btest_new6,Rec 232,P23,WX1.PNG,bar_difficulty_ave,0.0072
Btest_new6,Rec 232,P23,WX1.PNG,Visual_stability,36.18597898063687
Btest_new6,Rec 232,P23,WX2.PNG,all_recommended_time,7520.0
Btest_new6,Rec 232,P23,WX2.PNG,Rhythmic_stability,0.1026595744680851
Btest_new6,Rec 232,P23,WX2.PNG,bar_difficulty_ave,0.00683
Btest_new6,Rec 232,P23,WX2.PNG,Visual_stability,34.79178155574676
Btest_new6,Rec 232,P23,WX3.PNG,all_recommended_time,1212.0
Btest_new6,Rec 232,P23,WX3.PNG,Rhythmic_stability,0.6336633663366337
Btest_new6,Rec 232,P23,WX3.PNG,bar_difficulty_ave,0.010199999999999999
Btest_new6,Rec 232,P23,WX3.PNG,Visual_stability,4.4551618079641475
Btest_new6,Rec 232,P23,GW.PNG,all_recommended_time,5616.0
Btest_new6,Rec 232,P23,GW.PNG,Rhythmic_stability,0.12606837606837606
Btest_new6,Rec 232,P23,GW.PNG,bar_difficulty_ave,0.005077777777777777
Btest_new6,Rec 232,P23,GW.PNG,Visual_stability,17.732576273010714
Btest_new6,Rec 232,P23,GW2.PNG,all_recommended_time,7436.0
Btest_new6,Rec 232,P23,GW2.PNG,Rhythmic_stability,0.09037116729424421
Btest_new6,Rec 232,P23,GW2.PNG,bar_difficulty_ave,0.004281818181818183
Btest_new6,Rec 232,P23,GW2.PNG,Visual_stability,24.3611481138558
Btest_new6,Rec 232,P23,GW3.PNG,all_recommended_time,3920.0
Btest_new6,Rec 232,P23,GW3.PNG,Rhythmic_stability,0.05510204081632653
Btest_new6,Rec 232,P23,GW3.PNG,bar_difficulty_ave,0.005824999999999999
Btest_new6,Rec 232,P23,GW3.PNG,Visual_stability,4.092017101873635
Btest_new6,Rec 232,P23,all,media_difficulty,0.006124769921436587
Btest_new6,Rec 232,P23,LB1.jpg,Spectral_analysis_ability3,18.486842105263158
Btest_new6,Rec 232,P23,LB2.jpg,Spectral_analysis_ability3,10.477987421383649
Btest_new6,Rec 232,P23,LB3.jpg,Spectral_analysis_ability3,3.849056603773585
Btest_new6,Rec 232,P23,WX1.PNG,Spectral_analysis_ability3,11.058823529411764
Btest_new6,Rec 232,P23,WX2.PNG,Spectral_analysis_ability3,11.606741573033707
Btest_new6,Rec 232,P23,WX3.PNG,Spectral_analysis_ability3,4.900990099009901
Btest_new6,Rec 232,P23,GW.PNG,Spectral_analysis_ability3,9.801282051282051
Btest_new6,Rec 232,P23,GW2.PNG,Spectral_analysis_ability3,11.834319526627219
Btest_new6,Rec 232,P23,GW3.PNG,Spectral_analysis_ability3,2.7521008403361344
